0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.000000; 2
0.693147; 1
0.000000; 2
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.000000; 2
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.000000; 2
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.000000; 2
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.000000; 2
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.000000; 2
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.000000; 2
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.000000; 2
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.000000; 2
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.000000; 2
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.000000; 2
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.000000; 2
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
0.693147; 1
